district,season,crop_type,start,end,tmax_mean_c,tmin_mean_c,tmax_peak_c,rain_mm,frost_days,hot_days_35c
Jhang,2022-23,potato,2022-10-15,2023-02-15,23.611,10.417,34.5,36.6,2,0
Jhang,2022-23,rice,2022-06-15,2022-10-15,35.785,26.288,45.2,392.0,0,68
Jhang,2022-23,sugarcane,2022-03-01,2022-11-30,35.792,23.402,46.6,427.6,0,156
Jhang,2022-23,tomato,2022-09-01,2022-12-31,29.372,17.153,38.5,52.8,0,27
Jhang,2023-24,cotton,2023-05-15,2023-10-31,36.449,25.849,43.8,282.0,0,122
Jhang,2023-24,maize,2023-08-01,2023-11-15,34.628,23.828,41.2,118.1,0,66
Jhang,2023-24,onion,2023-12-01,2024-04-30,23.774,11.116,37.3,106.5,0,6
Jhang,2023-24,potato,2023-10-15,2024-02-15,22.601,10.63,32.6,100.9,0,0
Jhang,2023-24,rice,2023-06-15,2023-10-15,37.119,27.211,43.8,215.5,0,99
Jhang,2023-24,sugarcane,2023-03-01,2023-11-30,33.931,22.449,43.8,421.9,0,141
Jhang,2023-24,tomato,2023-09-01,2023-12-31,29.634,17.522,40.1,101.1,0,36
Jhang,2023-24,wheat,2023-12-01,2024-03-15,20.508,8.215,27.9,69.3,0,0
Jhang,2024-25,cotton,2024-05-15,2024-10-31,37.396,26.547,46.1,399.9,0,106
Jhang,2024-25,onion,2024-12-01,2025-04-30,26.254,12.062,44.3,49.0,0,27
Jhang,2024-25,potato,2024-10-15,2025-02-15,23.989,11.003,34.6,24.1,0,0
Jhang,2024-25,rice,2024-06-15,2024-10-15,36.416,27.026,45.6,392.6,0,75
Jhang,2024-25,sugarcane,2024-03-01,2024-11-30,34.623,22.813,46.1,488.8,0,123
Jhang,2024-25,tomato,2024-09-01,2024-12-31,29.358,17.492,38.7,84.1,0,22
Jhang,2024-25,wheat,2024-12-01,2025-03-15,21.656,8.545,32.8,47.4,0,0
Jhelum,2017-18,bajra,2017-07-15,2017-10-15,32.83,24.346,36.3,458.1,0,10
Jhelum,2017-18,barley,2017-12-01,2018-03-15,21.452,10.915,30.3,59.0,0,0
Jhelum,2017-18,cotton,2017-05-15,2017-10-31,33.772,24.401,44.5,632.3,0,44
Jhelum,2017-18,jowar,2017-07-01,2017-10-15,32.982,24.562,36.3,538.9,0,14
Jhelum,2017-18,maize,2017-08-01,2017-11-15,31.586,22.349,36.3,386.2,0,10
Jhelum,2017-18,potato,2017-10-15,2018-02-15,22.36,12.077,34.4,56.0,0,0
Jhelum,2017-18,rice,2017-06-15,2017-10-15,33.16,24.683,38.4,586.4,0,22
Jhelum,2017-18,tomato,2017-09-01,2017-12-31,27.225,17.418,36.3,90.9,0,9
Jhelum,2018-19,bajra,2018-07-15,2018-10-15,32.518,23.878,36.7,269.6,0,10
Jhelum,2018-19,barley,2018-12-01,2019-03-15,17.365,8.442,22.9,222.8,0,0
Jhelum,2018-19,cotton,2018-05-15,2018-10-31,33.873,24.137,42.9,422.8,0,56
Jhelum,2018-19,jowar,2018-07-01,2018-10-15,32.857,24.124,39.4,338.8,0,18
Jhelum,2018-19,maize,2018-08-01,2018-11-15,30.616,21.432,36.7,244.0,0,9
Jhelum,2018-19,onion,2018-12-01,2019-04-30,21.043,11.393,36.3,270.5,0,3
Jhelum,2018-19,potato,2018-10-15,2019-02-15,20.365,10.926,30.4,168.2,0,0
Jhelum,2018-19,rice,2018-06-15,2018-10-15,33.203,24.378,40.4,395.8,0,29
Jhelum,2018-19,sugarcane,2018-03-01,2018-11-30,31.976,21.662,42.9,584.6,0,70
Jhelum,2018-19,tomato,2018-09-01,2018-12-31,26.223,16.176,36.7,144.1,0,3
Jhelum,2019-20,bajra,2019-07-15,2019-10-15,32.146,24.277,37.5,308.3,0,11
Jhelum,2019-20,cotton,2019-05-15,2019-10-31,33.616,24.305,42.7,397.7,0,54
Jhelum,2019-20,jowar,2019-07-01,2019-10-15,32.646,24.54,41.3,362.5,0,19
Jhelum,2019-20,maize,2019-08-01,2019-11-15,30.388,22.041,37.5,285.4,0,9
Jhelum,2019-20,onion,2019-12-01,2020-04-30,19.854,10.898,33.0,460.2,1,0
Jhelum,2019-20,potato,2019-10-15,2020-02-15,19.258,10.519,30.4,166.7,1,0
Jhelum,2019-20,rice,2019-06-15,2019-10-15,33.244,24.828,41.3,367.8,0,31
Jhelum,2019-20,sugarcane,2019-03-01,2019-11-30,30.929,21.311,42.7,530.8,0,66
Jhelum,2019-20,tomato,2019-09-01,2019-12-31,25.084,16.311,37.5,177.2,1,7
Jhelum,2019-20,wheat,2019-12-01,2020-03-15,17.355,8.518,25.6,336.1,1,0
Jhelum,2020-21,bajra,2020-07-15,2020-10-15,32.438,24.286,36.4,479.1,0,7
Jhelum,2020-21,jowar,2020-07-01,2020-10-15,32.819,24.547,38.6,531.2,0,17
Jhelum,2020-21,onion,2020-12-01,2021-04-30,22.635,12.405,38.3,171.3,0,6
Jhelum,2020-21,potato,2020-10-15,2021-02-15,20.348,10.759,31.1,97.0,0,0
Jhelum,2020-21,rice,2020-06-15,2020-10-15,33.325,24.791,39.3,556.1,0,29
Jhelum,2020-21,tomato,2020-09-01,2020-12-31,25.445,16.257,35.3,173.0,0,1
Jhelum,2021-22,bajra,2021-07-15,2021-10-15,32.614,24.368,37.1,409.3,0,11
Jhelum,2021-22,barley,2021-12-01,2022-03-15,18.702,9.27,32.4,240.9,0,0
Jhelum,2021-22,maize,2021-08-01,2021-11-15,31.069,21.792,37.0,266.0,0,8
Jhelum,2021-22,onion,2021-12-01,2022-04-30,23.585,13.144,39.1,256.7,0,18
Jhelum,2021-22,potato,2021-10-15,2022-02-15,20.632,10.636,33.5,186.0,0,0
Jhelum,2021-22,rice,2021-06-15,2021-10-15,33.628,24.875,41.8,454.0,0,35
Jhelum,2021-22,tomato,2021-09-01,2021-12-31,26.281,16.216,34.8,162.9,0,0
Jhelum,2022-23,bajra,2022-07-15,2022-10-15,31.916,23.599,36.0,420.1,0,4
Jhelum,2022-23,maize,2022-08-01,2022-11-15,30.506,21.443,36.0,285.5,0,2
Jhelum,2022-23,onion,2022-12-01,2023-04-30,22.708,12.264,35.9,222.0,0,2
Jhelum,2022-23,potato,2022-10-15,2023-02-15,20.856,11.024,32.2,135.8,0,0
Jhelum,2022-23,rice,2022-06-15,2022-10-15,32.49,23.841,42.7,642.6,0,15
Jhelum,2022-23,tomato,2022-09-01,2022-12-31,26.248,16.378,34.7,159.1,0,0
Jhelum,2023-24,bajra,2023-07-15,2023-10-15,33.473,24.01,38.4,291.3,0,22
Jhelum,2023-24,maize,2023-08-01,2023-11-15,31.475,21.737,38.4,257.4,0,21
Jhelum,2023-24,onion,2023-12-01,2024-04-30,21.947,11.163,33.3,325.8,0,0
Jhelum,2023-24,potato,2023-10-15,2024-02-15,21.282,10.803,29.4,110.8,0,0
Jhelum,2023-24,rice,2023-06-15,2023-10-15,33.89,24.311,41.4,444.9,0,39
Jhelum,2023-24,tomato,2023-09-01,2023-12-31,27.131,16.825,38.3,133.6,0,12
Jhelum,2023-24,wheat,2023-12-01,2024-03-15,19.308,8.608,26.0,170.7,0,0
Jhelum,2024-25,bajra,2024-07-15,2024-10-15,32.648,24.043,38.1,429.5,0,18
Jhelum,2024-25,onion,2024-12-01,2025-04-30,24.88,13.231,40.9,123.5,0,20
Jhelum,2024-25,potato,2024-10-15,2025-02-15,22.962,12.361,32.3,9.4,0,0
Jhelum,2024-25,rice,2024-06-15,2024-10-15,33.863,24.75,44.9,493.2,0,37
Jhelum,2024-25,tomato,2024-09-01,2024-12-31,27.116,17.231,36.4,64.5,0,5
Jhelum,2024-25,wheat,2024-12-01,2025-03-15,21.067,10.187,27.5,113.3,0,0
Kasur,2017-18,bajra,2017-07-15,2017-10-15,35.304,25.94,39.6,164.3,0,52
Kasur,2017-18,barley,2017-12-01,2018-03-15,23.273,9.37,33.5,37.9,0,0
Kasur,2017-18,cotton,2017-05-15,2017-10-31,36.025,25.585,45.4,311.2,0,104
Kasur,2017-18,jowar,2017-07-01,2017-10-15,35.474,26.199,39.6,212.8,0,63
Kasur,2017-18,maize,2017-08-01,2017-11-15,33.875,23.096,39.6,115.3,0,51
Kasur,2017-18,potato,2017-10-15,2018-02-15,23.973,10.513,35.2,30.7,0,1
Kasur,2017-18,rice,2017-06-15,2017-10-15,35.55,26.293,40.2,286.5,0,74
Kasur,2017-18,sugarcane,2017-03-01,2017-11-30,34.234,22.405,45.4,345.3,0,145
Kasur,2017-18,tomato,2017-09-01,2017-12-31,29.093,16.658,38.8,64.8,0,31
Kasur,2018-19,bajra,2018-07-15,2018-10-15,34.578,25.541,38.9,168.3,0,36
Kasur,2018-19,barley,2018-12-01,2019-03-15,20.177,8.049,25.3,110.3,0,0
Kasur,2018-19,cotton,2018-05-15,2018-10-31,35.644,25.365,43.9,278.8,0,85
Kasur,2018-19,jowar,2018-07-01,2018-10-15,34.728,25.786,38.9,194.3,0,44
Kasur,2018-19,maize,2018-08-01,2018-11-15,33.241,22.592,38.9,104.0,0,34
Kasur,2018-19,onion,2018-12-01,2019-04-30,24.248,11.463,39.9,123.3,0,18
Kasur,2018-19,potato,2018-10-15,2019-02-15,23.215,10.303,34.0,60.8,0,0
Kasur,2018-19,rice,2018-06-15,2018-10-15,34.922,25.919,40.3,261.2,0,54
Kasur,2018-19,sugarcane,2018-03-01,2018-11-30,34.172,22.5,43.9,324.0,0,113
Kasur,2018-19,tomato,2018-09-01,2018-12-31,28.875,16.297,38.1,62.9,0,17
Kasur,2019-20,bajra,2019-07-15,2019-10-15,34.446,26.127,40.0,226.1,0,34
Kasur,2019-20,cotton,2019-05-15,2019-10-31,35.947,25.839,44.8,270.8,0,88
Kasur,2019-20,jowar,2019-07-01,2019-10-15,35.016,26.517,41.4,242.7,0,48
Kasur,2019-20,maize,2019-08-01,2019-11-15,32.96,23.512,40.0,172.6,0,31
Kasur,2019-20,onion,2019-12-01,2020-04-30,22.79,11.048,37.8,214.4,2,7
Kasur,2019-20,potato,2019-10-15,2020-02-15,21.638,10.312,34.1,111.1,2,0
Kasur,2019-20,rice,2019-06-15,2019-10-15,35.49,26.67,42.8,255.9,0,62
Kasur,2019-20,sugarcane,2019-03-01,2019-11-30,33.697,22.553,44.8,329.1,0,119
Kasur,2019-20,tomato,2019-09-01,2019-12-31,27.607,17.024,40.0,99.0,1,17
Kasur,2019-20,wheat,2019-12-01,2020-03-15,19.678,8.249,27.2,160.9,2,0
Kasur,2020-21,bajra,2020-07-15,2020-10-15,35.255,25.884,39.3,186.8,0,57
Kasur,2020-21,cotton,2020-05-15,2020-10-31,36.155,25.465,44.0,235.8,0,110
Kasur,2020-21,jowar,2020-07-01,2020-10-15,35.574,26.195,42.9,210.5,0,69
Kasur,2020-21,onion,2020-12-01,2021-04-30,25.387,12.038,40.7,66.8,0,11
Kasur,2020-21,potato,2020-10-15,2021-02-15,23.023,9.856,34.2,57.1,0,0
Kasur,2020-21,rice,2020-06-15,2020-10-15,36.18,26.611,43.3,229.2,0,85
Kasur,2020-21,sugarcane,2020-03-01,2020-11-30,33.165,21.8,44.0,378.4,0,125
Kasur,2020-21,tomato,2020-09-01,2020-12-31,28.58,15.833,37.1,60.8,0,27
Kasur,2021-22,bajra,2021-07-15,2021-10-15,34.281,26.109,41.2,210.0,0,29
Kasur,2021-22,cotton,2021-05-15,2021-10-31,35.266,25.529,43.2,267.5,0,83
Kasur,2021-22,maize,2021-08-01,2021-11-15,32.509,22.855,38.5,137.9,0,21
Kasur,2021-22,onion,2021-12-01,2022-04-30,25.672,12.335,43.2,125.5,0,38
Kasur,2021-22,potato,2021-10-15,2022-02-15,21.943,9.982,32.3,116.0,0,0
Kasur,2021-22,rice,2021-06-15,2021-10-15,35.317,26.578,42.5,217.9,0,56
Kasur,2021-22,sugarcane,2021-03-01,2021-11-30,33.553,22.233,43.2,292.3,0,103
Kasur,2021-22,tomato,2021-09-01,2021-12-31,27.501,16.31,35.8,123.6,0,3
Kasur,2022-23,bajra,2022-07-15,2022-10-15,33.825,25.277,37.3,292.2,0,25
Kasur,2022-23,cotton,2022-05-15,2022-10-31,35.375,25.055,44.8,417.2,0,75
Kasur,2022-23,maize,2022-08-01,2022-11-15,32.426,22.599,37.3,128.9,0,22
Kasur,2022-23,onion,2022-12-01,2023-04-30,24.489,11.723,37.1,112.4,1,7
Kasur,2022-23,potato,2022-10-15,2023-02-15,22.941,10.361,32.8,38.7,1,0
Kasur,2022-23,rice,2022-06-15,2022-10-15,34.501,25.672,44.4,415.3,0,46
Kasur,2022-23,sugarcane,2022-03-01,2022-11-30,34.518,22.439,44.8,438.2,0,127
Kasur,2022-23,tomato,2022-09-01,2022-12-31,28.144,16.566,37.3,63.0,0,14
Kasur,2023-24,bajra,2023-07-15,2023-10-15,34.88,25.544,40.3,296.9,0,48
Kasur,2023-24,cotton,2023-05-15,2023-10-31,34.704,24.642,42.2,402.7,0,87
Kasur,2023-24,maize,2023-08-01,2023-11-15,32.915,22.623,40.3,192.9,0,44
Kasur,2023-24,onion,2023-12-01,2024-04-30,23.755,10.999,38.5,43.2,0,3
Kasur,2023-24,potato,2023-10-15,2024-02-15,21.753,10.045,30.5,58.1,0,0
Kasur,2023-24,rice,2023-06-15,2023-10-15,35.261,25.937,42.1,343.3,0,70
Kasur,2023-24,sugarcane,2023-03-01,2023-11-30,32.491,21.461,42.2,520.7,0,100
Kasur,2023-24,tomato,2023-09-01,2023-12-31,28.021,16.629,38.2,125.0,0,16
Kasur,2023-24,wheat,2023-12-01,2024-03-15,19.998,7.926,27.7,27.1,0,0
Kasur,2024-25,bajra,2024-07-15,2024-10-15,34.161,25.495,37.9,349.4,0,29
Kasur,2024-25,barley,2024-12-01,2025-03-15,21.075,9.029,29.4,132.3,0,0
Kasur,2024-25,cotton,2024-05-15,2024-10-31,35.954,25.536,45.1,428.4,0,80
Kasur,2024-25,jowar,2024-07-01,2024-10-15,34.342,25.664,40.3,415.3,0,35
Kasur,2024-25,onion,2024-12-01,2025-04-30,25.157,12.044,41.9,137.2,0,22
Kasur,2024-25,potato,2024-10-15,2025-02-15,23.325,11.161,33.4,54.5,0,0
Kasur,2024-25,rice,2024-06-15,2024-10-15,34.916,26.055,42.9,424.9,0,49
Kasur,2024-25,sugarcane,2024-03-01,2024-11-30,33.805,22.192,45.1,459.8,0,95
Kasur,2024-25,tomato,2024-09-01,2024-12-31,28.309,17.028,36.3,80.9,0,13
Kasur,2024-25,wheat,2024-12-01,2025-03-15,21.075,9.029,29.4,132.3,0,0
Khanewal,2017-18,bajra,2017-07-15,2017-10-15,36.602,27.009,40.9,99.3,0,76
Khanewal,2017-18,barley,2017-12-01,2018-03-15,22.632,9.319,31.2,38.7,0,0
Khanewal,2017-18,cotton,2017-05-15,2017-10-31,37.154,26.519,45.0,241.2,0,133
Khanewal,2017-18,jowar,2017-07-01,2017-10-15,36.809,27.362,40.9,107.6,0,90
Khanewal,2017-18,maize,2017-08-01,2017-11-15,34.508,23.795,40.9,80.5,0,59
Khanewal,2017-18,potato,2017-10-15,2018-02-15,23.668,10.455,34.2,28.4,0,0
Khanewal,2017-18,rice,2017-06-15,2017-10-15,36.893,27.354,40.9,215.8,0,102
Khanewal,2017-18,sugarcane,2017-03-01,2017-11-30,34.981,23.251,45.0,272.7,0,174
Khanewal,2017-18,tomato,2017-09-01,2017-12-31,28.868,16.692,37.5,50.8,0,30
Khanewal,2018-19,bajra,2018-07-15,2018-10-15,36.117,26.9,40.0,68.5,0,65
Khanewal,2018-19,barley,2018-12-01,2019-03-15,20.139,8.472,25.6,83.5,0,0
Khanewal,2018-19,cotton,2018-05-15,2018-10-31,36.685,26.414,44.1,211.3,0,119
Khanewal,2018-19,jowar,2018-07-01,2018-10-15,36.333,27.169,40.6,100.3,0,76
Khanewal,2018-19,maize,2018-08-01,2018-11-15,33.889,23.536,39.3,21.6,0,49
Khanewal,2018-19,onion,2018-12-01,2019-04-30,23.949,11.734,39.5,110.2,0,17
Khanewal,2018-19,potato,2018-10-15,2019-02-15,22.929,10.672,32.9,36.1,0,0
Khanewal,2018-19,rice,2018-06-15,2018-10-15,36.419,27.266,40.6,199.0,0,88
Khanewal,2018-19,sugarcane,2018-03-01,2018-11-30,34.802,23.326,44.1,233.7,0,147
Khanewal,2018-19,tomato,2018-09-01,2018-12-31,28.758,16.787,37.6,1.7,0,21
Khanewal,2019-20,bajra,2019-07-15,2019-10-15,36.16,27.212,40.8,175.8,0,68
Khanewal,2019-20,cotton,2019-05-15,2019-10-31,36.911,26.678,45.1,219.4,0,123
Khanewal,2019-20,jowar,2019-07-01,2019-10-15,36.638,27.705,42.2,178.0,0,82
Khanewal,2019-20,maize,2019-08-01,2019-11-15,34.047,24.24,40.8,150.1,0,54
Khanewal,2019-20,onion,2019-12-01,2020-04-30,23.15,11.641,37.3,200.0,1,6
Khanewal,2019-20,potato,2019-10-15,2020-02-15,22.185,10.585,34.5,69.4,1,0
Khanewal,2019-20,rice,2019-06-15,2019-10-15,36.915,27.812,42.2,197.3,0,97
Khanewal,2019-20,sugarcane,2019-03-01,2019-11-30,34.156,23.091,45.1,285.3,0,154
Khanewal,2019-20,tomato,2019-09-01,2019-12-31,28.503,17.466,40.8,101.1,1,28
Khanewal,2019-20,wheat,2019-12-01,2020-03-15,20.204,8.662,29.1,135.7,1,0
Khanewal,2020-21,bajra,2020-07-15,2020-10-15,36.97,27.124,40.5,129.5,0,78
Khanewal,2020-21,cotton,2020-05-15,2020-10-31,37.453,26.539,44.0,152.0,0,139
Khanewal,2020-21,jowar,2020-07-01,2020-10-15,37.213,27.45,42.0,134.8,0,92
Khanewal,2020-21,onion,2020-12-01,2021-04-30,26.76,12.683,41.5,38.3,0,20
Khanewal,2020-21,potato,2020-10-15,2021-02-15,24.269,10.296,36.2,32.4,0,7
Khanewal,2020-21,rice,2020-06-15,2020-10-15,37.711,27.819,44.0,147.4,0,108
Khanewal,2020-21,sugarcane,2020-03-01,2020-11-30,34.125,22.823,44.0,289.6,0,155
Khanewal,2020-21,tomato,2020-09-01,2020-12-31,29.87,16.67,38.9,49.2,0,44
Khanewal,2021-22,barley,2021-12-01,2022-03-15,22.17,9.553,34.1,51.7,0,0
Khanewal,2021-22,cotton,2021-05-15,2021-10-31,37.852,27.411,45.5,118.4,0,138
Khanewal,2021-22,jowar,2021-07-01,2021-10-15,37.892,28.461,42.9,91.7,0,92
Khanewal,2021-22,maize,2021-08-01,2021-11-15,35.166,24.504,41.7,42.0,0,62
Khanewal,2021-22,onion,2021-12-01,2022-04-30,27.195,13.436,44.6,51.8,0,41
Khanewal,2021-22,potato,2021-10-15,2022-02-15,23.935,10.785,33.7,26.4,0,0
Khanewal,2021-22,rice,2021-06-15,2021-10-15,38.063,28.407,43.0,100.6,0,107
Khanewal,2021-22,sugarcane,2021-03-01,2021-11-30,35.841,23.908,45.5,133.6,0,171
Khanewal,2021-22,tomato,2021-09-01,2021-12-31,29.809,17.461,39.7,29.4,0,31
Khanewal,2022-23,bajra,2022-07-15,2022-10-15,35.509,26.289,39.0,207.3,0,59
Khanewal,2022-23,cotton,2022-05-15,2022-10-31,37.226,26.482,46.7,372.7,0,115
Khanewal,2022-23,jowar,2022-07-01,2022-10-15,35.796,26.664,40.3,261.7,0,72
Khanewal,2022-23,maize,2022-08-01,2022-11-15,34.787,23.927,39.0,65.4,0,57
Khanewal,2022-23,onion,2022-12-01,2023-04-30,25.542,12.397,40.2,86.5,1,14
Khanewal,2022-23,potato,2022-10-15,2023-02-15,24.291,11.037,36.7,8.3,1,3
Khanewal,2022-23,rice,2022-06-15,2022-10-15,36.086,26.76,45.0,367.3,0,82
Khanewal,2022-23,sugarcane,2022-03-01,2022-11-30,36.248,23.948,46.8,398.6,0,170
Khanewal,2022-23,tomato,2022-09-01,2022-12-31,30.407,17.806,38.7,14.2,0,42
Khanewal,2023-24,cotton,2023-05-15,2023-10-31,36.227,26.239,43.1,267.9,0,121
Khanewal,2023-24,jowar,2023-07-01,2023-10-15,36.323,27.151,41.2,181.0,0,82
Khanewal,2023-24,maize,2023-08-01,2023-11-15,34.192,24.165,39.6,70.6,0,62
Khanewal,2023-24,onion,2023-12-01,2024-04-30,24.597,11.936,39.4,35.5,0,13
Khanewal,2023-24,potato,2023-10-15,2024-02-15,23.219,11.244,33.2,43.7,0,0
Khanewal,2023-24,rice,2023-06-15,2023-10-15,36.824,27.607,43.1,181.7,0,98
Khanewal,2023-24,sugarcane,2023-03-01,2023-11-30,34.04,22.914,43.1,369.1,0,141
Khanewal,2023-24,tomato,2023-09-01,2023-12-31,29.681,18.04,39.1,52.4,0,32
Khanewal,2023-24,wheat,2023-12-01,2024-03-15,21.077,8.753,27.9,15.7,0,0
Khanewal,2024-25,cotton,2024-05-15,2024-10-31,38.38,27.599,47.6,250.2,0,136
Khanewal,2024-25,jowar,2024-07-01,2024-10-15,36.808,27.569,42.0,242.2,0,82
Khanewal,2024-25,onion,2024-12-01,2025-04-30,25.916,12.458,43.6,28.7,0,26
Khanewal,2024-25,potato,2024-10-15,2025-02-15,24.638,11.769,36.4,7.6,0,8
Khanewal,2024-25,rice,2024-06-15,2024-10-15,37.383,27.963,44.2,249.7,0,98
Khanewal,2024-25,sugarcane,2024-03-01,2024-11-30,35.736,23.941,47.6,285.3,0,162
Khanewal,2024-25,tomato,2024-09-01,2024-12-31,30.661,18.587,39.9,22.8,0,44
Khanewal,2024-25,wheat,2024-12-01,2025-03-15,21.535,9.042,29.1,25.8,0,0
Khushab,2017-18,bajra,2017-07-15,2017-10-15,35.235,25.674,39.1,198.8,0,52
Khushab,2017-18,barley,2017-12-01,2018-03-15,22.775,8.712,31.6,48.7,0,0
Khushab,2017-18,cotton,2017-05-15,2017-10-31,36.084,25.339,46.3,342.7,0,104
Khushab,2017-18,jowar,2017-07-01,2017-10-15,35.494,25.992,40.1,265.8,0,63
Khushab,2017-18,maize,2017-08-01,2017-11-15,33.599,22.919,39.1,202.2,0,45
Khushab,2017-18,potato,2017-10-15,2018-02-15,23.455,10.079,34.7,79.6,0,0
Khushab,2017-18,rice,2017-06-15,2017-10-15,35.718,26.112,41.1,312.4,0,74
Khushab,2017-18,sugarcane,2017-03-01,2017-11-30,33.944,22.182,46.3,418.0,0,138
Khushab,2017-18,tomato,2017-09-01,2017-12-31,28.409,16.297,37.0,99.2,0,24
Khushab,2018-19,bajra,2018-07-15,2018-10-15,36.344,26.015,41.6,168.7,0,66
Khushab,2018-19,barley,2018-12-01,2019-03-15,19.263,7.378,25.1,175.0,0,0
Khushab,2018-19,cotton,2018-05-15,2018-10-31,36.871,25.529,44.7,231.0,0,120
Khushab,2018-19,jowar,2018-07-01,2018-10-15,36.626,26.25,41.8,184.7,0,77
Khushab,2018-19,maize,2018-08-01,2018-11-15,34.228,22.728,41.6,89.3,0,54
Khushab,2018-19,onion,2018-12-01,2019-04-30,22.923,10.608,37.2,255.0,0,11
Khushab,2018-19,potato,2018-10-15,2019-02-15,22.427,9.803,32.0,97.5,0,0
Khushab,2018-19,rice,2018-06-15,2018-10-15,36.708,26.326,41.8,208.8,0,89
Khushab,2018-19,sugarcane,2018-03-01,2018-11-30,34.682,22.342,44.7,312.6,0,146
Khushab,2018-19,tomato,2018-09-01,2018-12-31,28.894,16.134,40.9,69.6,0,25
Khushab,2019-20,bajra,2019-07-15,2019-10-15,35.18,26.374,40.9,203.7,0,47
Khushab,2019-20,barley,2019-12-01,2020-03-15,19.272,8.01,28.5,209.0,1,0
Khushab,2019-20,jowar,2019-07-01,2019-10-15,35.639,26.633,42.3,227.3,0,61
Khushab,2019-20,maize,2019-08-01,2019-11-15,33.097,23.433,40.9,215.6,0,38
Khushab,2019-20,onion,2019-12-01,2020-04-30,22.101,10.715,37.6,302.0,1,3
Khushab,2019-20,potato,2019-10-15,2020-02-15,21.078,9.865,34.1,131.7,1,0
Khushab,2019-20,rice,2019-06-15,2019-10-15,36.028,26.724,42.3,244.3,0,76
Khushab,2019-20,sugarcane,2019-03-01,2019-11-30,33.132,22.057,43.8,467.6,0,124
Khushab,2019-20,tomato,2019-09-01,2019-12-31,27.169,16.638,40.9,154.3,1,18
Khushab,2019-20,wheat,2019-12-01,2020-03-15,19.272,8.01,28.5,209.0,1,0
Khushab,2020-21,bajra,2020-07-15,2020-10-15,35.702,25.863,41.7,277.4,0,53
Khushab,2020-21,barley,2020-12-01,2021-03-15,22.338,8.848,31.0,39.6,1,0
Khushab,2020-21,jowar,2020-07-01,2020-10-15,35.982,26.138,41.7,325.7,0,66
Khushab,2020-21,onion,2020-12-01,2021-04-30,25.032,11.596,40.3,83.1,1,7
Khushab,2020-21,rice,2020-06-15,2020-10-15,36.469,26.385,42.8,362.0,0,82
Khushab,2020-21,sugarcane,2020-03-01,2020-11-30,32.581,21.451,42.8,614.6,0,116
Khushab,2020-21,tomato,2020-09-01,2020-12-31,27.455,15.392,37.8,147.1,1,17
Khushab,2021-22,bajra,2021-07-15,2021-10-15,35.997,26.731,40.6,105.2,0,69
Khushab,2021-22,barley,2021-12-01,2022-03-15,21.376,8.782,36.2,141.1,0,2
Khushab,2021-22,cotton,2021-05-15,2021-10-31,36.782,25.924,46.0,167.6,0,129
Khushab,2021-22,onion,2021-12-01,2022-04-30,26.776,12.924,44.2,142.3,0,46
Khushab,2021-22,potato,2021-10-15,2022-02-15,22.984,9.898,35.4,75.7,0,2
Khushab,2021-22,rice,2021-06-15,2021-10-15,36.843,26.976,43.2,157.6,0,98
Khushab,2021-22,sugarcane,2021-03-01,2021-11-30,34.271,22.371,46.0,221.8,0,146
Khushab,2021-22,tomato,2021-09-01,2021-12-31,28.818,16.3,37.3,67.3,0,29
Khushab,2022-23,bajra,2022-07-15,2022-10-15,34.531,25.274,39.7,384.5,0,38
Khushab,2022-23,barley,2022-12-01,2023-03-15,22.922,9.067,33.8,60.9,1,0
Khushab,2022-23,cotton,2022-05-15,2022-10-31,36.206,25.286,46.4,527.1,0,92
Khushab,2022-23,onion,2022-12-01,2023-04-30,25.153,11.593,39.4,198.4,1,13
Khushab,2022-23,potato,2022-10-15,2023-02-15,22.89,9.889,33.2,68.3,1,0
Khushab,2022-23,rice,2022-06-15,2022-10-15,35.367,25.741,45.3,526.1,0,62
Khushab,2022-23,sugarcane,2022-03-01,2022-11-30,35.34,22.969,47.1,603.6,0,151
Khushab,2022-23,tomato,2022-09-01,2022-12-31,28.247,16.42,37.3,93.1,0,22
Khushab,2023-24,bajra,2023-07-15,2023-10-15,36.858,26.28,44.0,219.6,0,72
Khushab,2023-24,barley,2023-12-01,2024-03-15,20.909,8.153,28.8,65.0,0,0
Khushab,2023-24,cotton,2023-05-15,2023-10-31,36.408,25.304,45.2,419.8,0,119
Khushab,2023-24,maize,2023-08-01,2023-11-15,34.423,23.221,44.0,224.8,0,60
Khushab,2023-24,onion,2023-12-01,2024-04-30,24.038,10.984,37.0,154.0,0,7
Khushab,2023-24,potato,2023-10-15,2024-02-15,22.743,10.394,31.7,103.9,0,0
Khushab,2023-24,rice,2023-06-15,2023-10-15,37.147,26.58,45.2,359.6,0,96
Khushab,2023-24,sugarcane,2023-03-01,2023-11-30,33.74,21.968,45.2,660.1,0,137
Khushab,2023-24,tomato,2023-09-01,2023-12-31,29.166,17.037,40.3,157.8,0,32
Khushab,2023-24,wheat,2023-12-01,2024-03-15,20.909,8.153,28.8,65.0,0,0
Khushab,2024-25,bajra,2024-07-15,2024-10-15,35.715,25.997,41.4,287.7,0,54
Khushab,2024-25,barley,2024-12-01,2025-03-15,22.707,9.023,31.3,63.5,0,0
Khushab,2024-25,cotton,2024-05-15,2024-10-31,37.846,26.317,46.5,382.2,0,119
Khushab,2024-25,onion,2024-12-01,2025-04-30,26.874,12.326,44.0,63.9,0,26
