District,Season,Crop,Area (ha),Production (tonnes),Yield,Yield Unit,Source
Hafizabad,2017-18,maize,1413.0,3255.0,2.3036,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2018-19,maize,1223.0,3046.0,2.4906,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2019-20,maize,900.0,4300.0,4.7778,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2021-22,maize,400.0,2000.0,5.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2022-23,maize,728.42,1800.0,2.4711,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Hafizabad,2023-24,maize,100.0,500.0,5.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2017-18,maize,10620.0,53124.0,5.0023,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2018-19,maize,12797.0,69505.0,5.4314,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2019-20,maize,3000.0,27100.0,9.0333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2021-22,maize,3300.0,52200.0,15.8182,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2022-23,maize,4961.17,48300.0,9.7356,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2023-24,maize,3700.0,19800.0,5.3514,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2017-18,maize,7823.0,42475.0,5.4295,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2018-19,maize,8011.0,42592.0,5.3167,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2019-20,maize,9100.0,76100.0,8.3626,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2021-22,maize,6000.0,54800.0,9.1333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2022-23,maize,4627.72,22200.0,4.7972,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhelum,2023-24,maize,5200.0,47200.0,9.0769,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2017-18,maize,52563.0,415386.99,7.9027,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2018-19,maize,63891.0,503160.0,7.8753,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2019-20,maize,59600.0,551000.0,9.245,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2021-22,maize,77800.0,663700.01,8.5308,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2022-23,maize,86376.56,848200.01,9.8198,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Kasur,2023-24,maize,73100.0,783400.02,10.7168,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2017-18,maize,19884.0,141542.01,7.1184,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2018-19,maize,23305.0,166095.99,7.1271,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2019-20,maize,38800.0,300500.0,7.7448,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2021-22,maize,54950.0,387100.01,7.0446,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2022-23,maize,67169.57,570799.99,8.4979,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khanewal,2023-24,maize,67300.0,506399.99,7.5245,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2017-18,maize,1800.0,2400.0,1.3333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2018-19,maize,1700.0,2200.0,1.2941,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2019-20,maize,800.0,3800.0,4.75,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Khushab,2023-24,maize,200.0,1300.0,6.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2017-18,maize,2805.0,16604.0,5.9194,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2018-19,maize,6152.0,32571.0,5.2944,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2019-20,maize,2900.0,16800.0,5.7931,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2021-22,maize,2100.0,9500.0,4.5238,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2022-23,maize,1740.12,8700.0,4.9997,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lahore,2023-24,maize,1100.0,6600.0,6.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2017-18,maize,2400.0,3500.0,1.4583,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2018-19,maize,3200.0,4400.0,1.375,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2019-20,maize,2800.0,9100.0,3.25,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2017-18,maize,19056.0,134090.0,7.0366,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2018-19,maize,28431.0,200470.0,7.0511,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2019-20,maize,47500.0,319000.0,6.7158,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2021-22,maize,94100.0,774200.01,8.2274,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2022-23,maize,96729.1,694500.0,7.1798,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2023-24,maize,93000.0,630099.98,6.7753,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2017-18,maize,2774.0,6443.0,2.3226,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2018-19,maize,3068.0,7919.0,2.5812,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2019-20,maize,2900.0,10900.0,3.7586,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2021-22,maize,400.0,1900.0,4.75,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2022-23,maize,566.55,3100.0,5.4717,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2023-24,maize,100.0,400.0,4.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2017-18,maize,1258.0,1551.0,1.2329,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2018-19,maize,1401.0,1939.0,1.384,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2019-20,maize,1000.0,4800.0,4.8,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2017-18,maize,10766.0,61037.0,5.6694,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2018-19,maize,16891.0,100504.0,5.9502,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2019-20,maize,18100.0,104900.0,5.7956,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2021-22,maize,26500.0,169500.0,6.3962,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2022-23,maize,29678.12,211399.99,7.1231,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2023-24,maize,33600.0,223200.0,6.6429,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2017-18,maize,3900.0,7000.0,1.7949,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2018-19,maize,4300.0,9600.0,2.2326,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2019-20,maize,3300.0,10900.0,3.303,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2021-22,maize,1900.0,12600.0,6.6316,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2022-23,maize,2514.03,15200.0,6.0461,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2023-24,maize,7400.0,53300.0,7.2027,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2017-18,maize,6432.0,37072.0,5.7637,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2018-19,maize,4642.0,26527.0,5.7146,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2019-20,maize,3200.0,22500.0,7.0312,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2021-22,maize,4500.0,38100.0,8.4667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2022-23,maize,4670.88,41800.0,8.9491,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2023-24,maize,1800.0,14700.0,8.1667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2017-18,maize,410.0,505.0,1.2317,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2018-19,maize,305.0,390.0,1.2787,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2019-20,maize,400.0,3300.0,8.25,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2021-22,maize,100.0,900.0,9.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2017-18,maize,133531.01,1013880.01,7.5928,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2018-19,maize,139602.01,1058975.95,7.5857,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2019-20,maize,150899.99,1294800.05,8.5805,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2021-22,maize,155100.01,1156099.98,7.4539,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2022-23,maize,164986.46,1328000.0,8.0491,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2023-24,maize,137200.0,1164500.0,8.4876,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2017-18,maize,121378.0,935776.98,7.7096,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2018-19,maize,128639.01,993195.98,7.7208,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2019-20,maize,120900.0,962099.98,7.9578,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2021-22,maize,163300.0,1230500.0,7.5352,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2022-23,maize,173251.16,1479800.05,8.5414,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2023-24,maize,147300.0,1119300.05,7.5988,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2017-18,maize,1736.0,7995.0,4.6054,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2018-19,maize,1937.0,8807.0,4.5467,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2019-20,maize,1300.0,5400.0,4.1538,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2021-22,maize,1707.0,11300.0,6.6198,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2022-23,maize,3006.66,26400.0,8.7805,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2023-24,maize,2200.0,14300.0,6.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2017-18,maize,400.0,800.0,2.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2018-19,maize,600.0,1100.0,1.8333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2019-20,maize,300.0,600.0,2.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rawalpindi,2017-18,maize,44900.0,52200.0,1.1626,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rawalpindi,2018-19,maize,46000.0,57100.0,1.2413,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rawalpindi,2019-20,maize,45600.0,58800.0,1.2895,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rawalpindi,2021-22,maize,9100.0,18900.0,2.0769,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rawalpindi,2022-23,maize,5400.0,8800.0,1.6296,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rawalpindi,2023-24,maize,3300.0,9400.0,2.8485,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2017-18,maize,87829.0,644952.03,7.3433,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2018-19,maize,97138.0,714031.01,7.3507,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2019-20,maize,89400.0,702900.02,7.8624,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2021-22,maize,125200.0,846099.98,6.758,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2022-23,maize,105917.5,890200.01,8.4047,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2023-24,maize,105200.0,835400.02,7.9411,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2017-18,maize,21252.0,67089.0,3.1568,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2018-19,maize,22253.0,73908.0,3.3213,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2019-20,maize,25100.0,144300.0,5.749,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2021-22,maize,3000.0,15100.0,5.0333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2022-23,maize,3761.17,31600.0,8.4016,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2023-24,maize,3300.0,32500.0,9.8485,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2017-18,maize,5212.0,29512.0,5.6623,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2018-19,maize,6772.0,38693.0,5.7137,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2019-20,maize,3600.0,23000.0,6.3889,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2021-22,maize,600.0,4000.0,6.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2022-23,maize,1173.57,8000.0,6.8168,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2023-24,maize,400.0,2500.0,6.25,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2017-18,maize,2484.0,13186.0,5.3084,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2018-19,maize,2368.0,12258.0,5.1765,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2019-20,maize,5100.0,58700.0,11.5098,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2021-22,maize,5700.0,57300.0,10.0526,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2022-23,maize,5644.09,68800.0,12.1897,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2023-24,maize,4700.0,61900.0,13.1702,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2017-18,maize,31963.0,232645.0,7.2786,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2018-19,maize,35481.0,260245.0,7.3348,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2019-20,maize,42100.0,282500.0,6.7102,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2021-22,maize,50100.0,321700.01,6.4212,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2022-23,maize,48150.28,379100.01,7.8733,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2023-24,maize,53400.0,369700.01,6.9232,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2017-18,maize,61158.0,483521.0,7.9061,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2018-19,maize,97162.0,696698.0,7.1705,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2019-20,maize,125400.0,1111099.98,8.8604,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2021-22,maize,245100.01,1731099.98,7.0628,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2022-23,maize,257977.11,1948800.05,7.5542,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2023-24,maize,233500.0,1630800.05,6.9842,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2017-18,mash,23.0,6.0,0.2609,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2018-19,mash,15.0,4.0,0.2667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2019-20,mash,12.0,3.0,0.25,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2017-18,mash,17.0,7.0,0.4118,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2018-19,mash,40.0,17.0,0.425,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2019-20,mash,17.0,6.0,0.3529,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2017-18,mash,1.0,0.0,0.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2017-18,mash,37.0,27.0,0.7297,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2018-19,mash,67.0,47.0,0.7015,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2019-20,mash,56.0,37.0,0.6607,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2020-21,mash,39.0,26.0,0.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2017-18,mash,645.0,204.0,0.3163,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2018-19,mash,439.0,134.0,0.3052,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2019-20,mash,419.0,125.0,0.2983,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2020-21,mash,81.0,26.0,0.321,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2017-18,mash,20.0,9.0,0.45,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2018-19,mash,25.0,11.0,0.44,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2019-20,mash,5.0,2.0,0.4,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2017-18,mash,472.0,9.0,0.0191,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2018-19,mash,320.0,4.0,0.0125,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2019-20,mash,344.0,125.0,0.3634,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2020-21,mash,204.0,73.0,0.3578,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2021-22,mash,361.0,136.0,0.3767,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2022-23,mash,373.0,138.0,0.37,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2023-24,mash,378.0,136.0,0.3598,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2024-25,mash,435.0,152.0,0.3494,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2017-18,mash,2.0,2.0,1.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Jhang,2018-19,mash,1.0,1.0,1.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
